dep;week;P;T;cl_age90
80;2020-S33;3;226;19
80;2020-S33;5;338;29
80;2020-S33;3;299;39
80;2020-S33;1;270;49
80;2020-S33;4;249;59
80;2020-S33;2;284;69
80;2020-S33;2;250;79
80;2020-S33;2;184;89
80;2020-S33;0;63;90
80;2020-S33;22;2265;0
80;2020-S34;2;123;09
80;2020-S34;3;314;19
80;2020-S34;10;515;29
80;2020-S34;9;419;39
80;2020-S34;15;439;49
80;2020-S34;5;369;59
80;2020-S34;2;292;69
80;2020-S34;4;316;79
80;2020-S34;0;170;89
80;2020-S34;0;58;90
80;2020-S34;50;3015;0
80;2020-S35;7;159;09
80;2020-S35;12;405;19
80;2020-S35;21;678;29
80;2020-S35;14;613;39
80;2020-S35;14;600;49
80;2020-S35;9;525;59
80;2020-S35;2;464;69
80;2020-S35;7;372;79
80;2020-S35;0;193;89
80;2020-S35;0;48;90
80;2020-S35;86;4057;0
80;2020-S36;7;280;09
80;2020-S36;42;576;19
80;2020-S36;62;951;29
80;2020-S36;28;805;39
80;2020-S36;24;697;49
80;2020-S36;15;584;59
80;2020-S36;5;487;69
80;2020-S36;12;370;79
80;2020-S36;4;196;89
80;2020-S36;1;64;90
80;2020-S36;200;5010;0
80;2020-S37;6;841;09
80;2020-S37;51;1497;19
80;2020-S37;99;1517;29
80;2020-S37;26;1229;39
80;2020-S37;27;1049;49
80;2020-S37;28;932;59
80;2020-S37;25;747;69
80;2020-S37;12;481;79
80;2020-S37;3;250;89
80;2020-S37;2;100;90
80;2020-S37;279;8643;0
80;2020-S38;19;579;09
80;2020-S38;70;2013;19
80;2020-S38;115;1528;29
80;2020-S38;50;1397;39
80;2020-S38;53;1073;49
80;2020-S38;53;829;59
80;2020-S38;26;614;69
80;2020-S38;22;445;79
80;2020-S38;7;237;89
80;2020-S38;3;82;90
80;2020-S38;418;8798;0
80;2020-S39;6;273;09
80;2020-S39;75;1910;19
80;2020-S39;133;1408;29
80;2020-S39;73;1205;39
80;2020-S39;95;1194;49
80;2020-S39;67;969;59
80;2020-S39;43;742;69
80;2020-S39;17;522;79
80;2020-S39;3;267;89
80;2020-S39;3;90;90
80;2020-S39;515;8582;0
81;2020-S21;0;55;09
81;2020-S21;0;76;19
81;2020-S21;1;127;29
81;2020-S21;0;173;39
81;2020-S21;0;163;49
81;2020-S21;0;187;59
81;2020-S21;0;141;69
81;2020-S21;0;141;79
81;2020-S21;1;195;89
81;2020-S21;2;171;90
81;2020-S21;5;1430;0
81;2020-S22;0;59;09
81;2020-S22;0;91;19
81;2020-S22;0;159;29
81;2020-S22;1;175;39
81;2020-S22;0;177;49
81;2020-S22;0;182;59
81;2020-S22;0;121;69
81;2020-S22;0;126;79
81;2020-S22;1;136;89
81;2020-S22;0;91;90
81;2020-S22;2;1317;0
81;2020-S23;0;34;09
81;2020-S23;0;66;19
81;2020-S23;0;120;29
81;2020-S23;3;129;39
81;2020-S23;0;110;49
81;2020-S23;0;130;59
81;2020-S23;0;115;69
81;2020-S23;0;111;79
81;2020-S23;0;135;89
81;2020-S23;0;109;90
81;2020-S23;3;1059;0
81;2020-S24;0;30;09
81;2020-S24;0;72;19
81;2020-S24;0;92;29
81;2020-S24;0;133;39
81;2020-S24;0;124;49
81;2020-S24;0;170;59
81;2020-S24;0;199;69
81;2020-S24;0;188;79
81;2020-S24;1;148;89
81;2020-S24;0;77;90
81;2020-S24;1;1233;0
81;2020-S25;0;31;09
81;2020-S25;0;64;19
81;2020-S25;1;91;29
81;2020-S25;0;94;39
81;2020-S25;0;107;49
81;2020-S25;0;117;59
81;2020-S25;1;162;69
81;2020-S25;0;125;79
81;2020-S25;0;98;89
81;2020-S25;0;65;90
81;2020-S25;2;954;0
81;2020-S26;0;46;09
81;2020-S26;0;72;19
81;2020-S26;1;81;29
81;2020-S26;0;83;39
81;2020-S26;0;75;49
81;2020-S26;0;92;59
81;2020-S26;0;114;69
81;2020-S26;0;121;79
81;2020-S26;1;116;89
81;2020-S26;0;53;90
81;2020-S26;2;853;0
81;2020-S27;0;39;09
81;2020-S27;0;83;19
81;2020-S27;0;100;29
81;2020-S27;0;105;39
81;2020-S27;0;111;49
81;2020-S27;1;136;59
81;2020-S27;0;103;69
81;2020-S27;0;80;79
81;2020-S27;0;80;89
81;2020-S27;0;44;90
81;2020-S27;2;882;0
81;2020-S28;0;63;09
81;2020-S28;0;89;19
81;2020-S28;0;99;29
81;2020-S28;0;97;39
81;2020-S28;1;108;49
81;2020-S28;0;110;59
81;2020-S28;0;102;69
81;2020-S28;0;82;79
81;2020-S28;0;83;89
81;2020-S28;0;28;90
81;2020-S28;1;861;0
81;2020-S29;1;70;09
81;2020-S29;2;95;19
81;2020-S29;0;106;29
81;2020-S29;0;136;39
81;2020-S29;2;104;49
81;2020-S29;2;104;59
81;2020-S29;1;98;69
81;2020-S29;1;91;79
81;2020-S29;1;75;89
81;2020-S29;0;43;90
81;2020-S29;10;922;0
81;2020-S30;0;69;09
81;2020-S30;0;160;19
81;2020-S30;1;144;29
81;2020-S30;0;195;39
81;2020-S30;3;183;49
81;2020-S30;1;202;59
81;2020-S30;1;148;69
81;2020-S30;0;112;79
81;2020-S30;1;110;89
81;2020-S30;1;82;90
81;2020-S30;8;1405;0
81;2020-S31;1;122;09
81;2020-S31;0;190;19
81;2020-S31;3;233;29
81;2020-S31;5;266;39
81;2020-S31;4;209;49
81;2020-S31;2;204;59
81;2020-S31;0;202;69
81;2020-S31;3;163;79
81;2020-S31;1;129;89
81;2020-S31;0;69;90
81;2020-S31;19;1789;0
81;2020-S32;1;110;09
81;2020-S32;2;230;19
81;2020-S32;9;330;29
81;2020-S32;6;300;39
81;2020-S32;5;293;49
81;2020-S32;4;287;59
81;2020-S32;4;216;69
81;2020-S32;4;188;79
81;2020-S32;1;135;89
81;2020-S32;0;71;90
81;2020-S32;36;2161;0
81;2020-S33;4;125;09
81;2020-S33;8;341;19
81;2020-S33;30;446;29
81;2020-S33;14;399;39
81;2020-S33;15;318;49
81;2020-S33;5;322;59
81;2020-S33;3;247;69
81;2020-S33;0;199;79
81;2020-S33;0;141;89
81;2020-S33;0;72;90
81;2020-S33;79;2613;0
81;2020-S34;8;113;09
81;2020-S34;13;397;19
81;2020-S34;34;577;29
81;2020-S34;27;448;39
81;2020-S34;16;436;49
81;2020-S34;20;432;59
81;2020-S34;13;332;69
81;2020-S34;5;273;79
81;2020-S34;3;299;89
81;2020-S34;0;146;90
81;2020-S34;139;3453;0
81;2020-S35;1;133;09
81;2020-S35;16;551;19
81;2020-S35;53;830;29
81;2020-S35;18;731;39
81;2020-S35;15;850;49
81;2020-S35;21;791;59
81;2020-S35;10;570;69
81;2020-S35;3;399;79
81;2020-S35;5;266;89
81;2020-S35;1;192;90
81;2020-S35;143;5315;0
81;2020-S36;6;166;09
81;2020-S36;40;670;19
81;2020-S36;40;961;29
81;2020-S36;31;897;39
81;2020-S36;23;992;49
81;2020-S36;13;910;59
81;2020-S36;12;580;69
81;2020-S36;8;415;79
81;2020-S36;5;231;89
81;2020-S36;1;116;90
81;2020-S36;179;5946;0
81;2020-S37;10;424;09
81;2020-S37;51;768;19
81;2020-S37;81;871;29
81;2020-S37;39;859;39
81;2020-S37;44;865;49
81;2020-S37;32;776;59
81;2020-S37;13;500;69
81;2020-S37;9;341;79
81;2020-S37;10;286;89
81;2020-S37;10;139;90
81;2020-S37;299;5831;0
81;2020-S38;15;381;09
81;2020-S38;68;922;19
81;2020-S38;79;877;29
81;2020-S38;45;900;39
81;2020-S38;41;956;49
81;2020-S38;50;758;59
81;2020-S38;22;446;69
81;2020-S38;15;314;79
81;2020-S38;14;366;89
81;2020-S38;7;319;90
81;2020-S38;356;6245;0
81;2020-S39;8;154;09
81;2020-S39;66;766;19
81;2020-S39;97;795;29
81;2020-S39;42;639;39
81;2020-S39;60;764;49
81;2020-S39;46;738;59
81;2020-S39;29;444;69
81;2020-S39;15;286;79
81;2020-S39;18;303;89
81;2020-S39;9;249;90
81;2020-S39;390;5141;0
82;2020-S21;0;44;09
82;2020-S21;0;50;19
82;2020-S21;1;84;29
82;2020-S21;0;106;39
82;2020-S21;1;131;49
82;2020-S21;1;153;59
82;2020-S21;1;77;69
82;2020-S21;2;66;79
82;2020-S21;4;100;89
82;2020-S21;2;60;90
82;2020-S21;12;871;0
82;2020-S22;0;44;09
82;2020-S22;0;65;19
82;2020-S22;0;75;29
82;2020-S22;1;95;39
82;2020-S22;1;91;49
82;2020-S22;2;104;59
82;2020-S22;0;68;69
82;2020-S22;0;51;79
82;2020-S22;0;83;89
82;2020-S22;1;44;90
82;2020-S22;5;720;0
82;2020-S23;0;34;09
82;2020-S23;0;40;19
82;2020-S23;0;57;29
82;2020-S23;0;53;39
82;2020-S23;0;58;49
82;2020-S23;1;56;59
82;2020-S23;0;46;69
82;2020-S23;0;51;79
82;2020-S23;0;66;89
82;2020-S23;0;38;90
82;2020-S23;1;499;0
82;2020-S24;0;25;09
82;2020-S24;0;37;19
82;2020-S24;0;62;29
82;2020-S24;0;66;39
82;2020-S24;0;54;49
82;2020-S24;0;50;59
82;2020-S24;0;61;69
82;2020-S24;0;45;79
82;2020-S24;0;47;89
82;2020-S24;0;30;90
82;2020-S24;0;478;0
82;2020-S25;0;18;09
82;2020-S25;0;54;19
82;2020-S25;0;52;29
82;2020-S25;0;55;39
82;2020-S25;0;37;49
82;2020-S25;0;61;59
82;2020-S25;0;47;69
82;2020-S25;0;47;79
82;2020-S25;0;53;89
82;2020-S25;0;35;90
82;2020-S25;0;459;0
82;2020-S26;0;42;09
82;2020-S26;0;53;19
82;2020-S26;1;67;29
82;2020-S26;2;50;39
82;2020-S26;0;60;49
82;2020-S26;0;75;59
82;2020-S26;1;50;69
82;2020-S26;0;43;79
82;2020-S26;0;56;89
82;2020-S26;0;32;90
82;2020-S26;4;528;0
82;2020-S27;0;57;09
82;2020-S27;0;90;19
82;2020-S27;0;95;29
82;2020-S27;0;107;39
82;2020-S27;1;91;49
82;2020-S27;0;89;59
82;2020-S27;1;68;69
82;2020-S27;0;55;79
82;2020-S27;0;60;89
82;2020-S27;0;42;90
82;2020-S27;2;755;0
82;2020-S28;0;70;09
82;2020-S28;0;88;19
82;2020-S28;0;79;29
82;2020-S28;0;119;39
82;2020-S28;0;75;49
82;2020-S28;0;93;59
82;2020-S28;0;64;69
82;2020-S28;0;57;79
82;2020-S28;0;40;89
82;2020-S28;0;31;90
82;2020-S28;0;716;0
82;2020-S29;0;83;09
82;2020-S29;1;103;19
82;2020-S29;0;127;29
82;2020-S29;0;131;39
82;2020-S29;2;112;49
82;2020-S29;3;111;59
82;2020-S29;0;109;69
82;2020-S29;2;86;79
82;2020-S29;0;65;89
82;2020-S29;0;39;90
82;2020-S29;8;968;0
82;2020-S30;3;117;09
82;2020-S30;3;153;19
82;2020-S30;1;156;29
82;2020-S30;4;189;39
82;2020-S30;7;206;49
82;2020-S30;3;128;59
82;2020-S30;0;114;69
82;2020-S30;0;99;79
82;2020-S30;0;73;89
82;2020-S30;0;42;90
82;2020-S30;21;1284;0
82;2020-S31;2;193;09
82;2020-S31;4;198;19
82;2020-S31;4;240;29
82;2020-S31;4;276;39
82;2020-S31;3;288;49
82;2020-S31;1;215;59
82;2020-S31;0;166;69
82;2020-S31;0;120;79
82;2020-S31;0;62;89
82;2020-S31;0;44;90
82;2020-S31;18;1803;0
82;2020-S32;0;119;09
82;2020-S32;2;222;19
82;2020-S32;2;302;29
82;2020-S32;4;330;39
82;2020-S32;5;305;49
82;2020-S32;1;228;59
82;2020-S32;0;205;69
82;2020-S32;0;156;79
82;2020-S32;0;100;89
82;2020-S32;0;44;90
82;2020-S32;14;2015;0
82;2020-S33;1;107;09
82;2020-S33;4;255;19
82;2020-S33;11;437;29
82;2020-S33;0;368;39
82;2020-S33;6;370;49
82;2020-S33;3;315;59
82;2020-S33;1;200;69
82;2020-S33;0;102;79
82;2020-S33;0;94;89
82;2020-S33;0;34;90
82;2020-S33;26;2287;0
82;2020-S34;1;130;09
82;2020-S34;7;351;19
82;2020-S34;23;512;29
82;2020-S34;13;454;39
82;2020-S34;9;466;49
82;2020-S34;10;434;59
82;2020-S34;7;254;69
82;2020-S34;0;162;79
82;2020-S34;5;130;89
82;2020-S34;1;54;90
82;2020-S34;76;2949;0
82;2020-S35;5;144;09
82;2020-S35;12;531;19
82;2020-S35;33;736;29
82;2020-S35;21;626;39
82;2020-S35;23;718;49
82;2020-S35;13;693;59
82;2020-S35;6;373;69
82;2020-S35;3;301;79
82;2020-S35;1;165;89
82;2020-S35;0;94;90
82;2020-S35;117;4383;0
82;2020-S36;11;244;09
82;2020-S36;15;387;19
82;2020-S36;39;739;29
82;2020-S36;29;697;39
82;2020-S36;31;686;49
82;2020-S36;29;641;59
82;2020-S36;11;404;69
82;2020-S36;12;248;79
82;2020-S36;4;181;89
82;2020-S36;2;83;90
82;2020-S36;183;4312;0
82;2020-S37;8;546;09
82;2020-S37;29;532;19
82;2020-S37;42;546;29
82;2020-S37;24;583;39
82;2020-S37;32;586;49
82;2020-S37;33;456;59
82;2020-S37;15;281;69
82;2020-S37;16;204;79
82;2020-S37;9;122;89
82;2020-S37;5;54;90
82;2020-S37;213;3913;0
82;2020-S38;13;476;09
82;2020-S38;60;859;19
82;2020-S38;46;523;29
82;2020-S38;34;668;39
82;2020-S38;39;676;49
82;2020-S38;27;501;59
82;2020-S38;23;277;69
82;2020-S38;4;182;79
82;2020-S38;3;99;89
82;2020-S38;1;61;90
82;2020-S38;251;4327;0
82;2020-S39;6;154;09
82;2020-S39;69;794;19
82;2020-S39;43;476;29
82;2020-S39;29;460;39
82;2020-S39;42;543;49
82;2020-S39;27;435;59
82;2020-S39;15;268;69
82;2020-S39;13;187;79
82;2020-S39;6;90;89
82;2020-S39;1;72;90
82;2020-S39;251;3482;0
83;2020-S21;1;109;09
83;2020-S21;0;159;19
83;2020-S21;1;273;29
83;2020-S21;1;377;39
83;2020-S21;0;420;49
83;2020-S21;3;456;59
83;2020-S21;3;406;69
83;2020-S21;4;401;79
83;2020-S21;2;331;89
83;2020-S21;5;165;90
83;2020-S21;20;3099;0
83;2020-S22;0;160;09
83;2020-S22;1;209;19
83;2020-S22;1;370;29
83;2020-S22;0;447;39
83;2020-S22;3;506;49
83;2020-S22;0;598;59
83;2020-S22;1;588;69
83;2020-S22;3;657;79
83;2020-S22;1;476;89
83;2020-S22;2;198;90
83;2020-S22;12;4211;0
83;2020-S23;1;130;09
83;2020-S23;0;194;19
83;2020-S23;1;295;29
83;2020-S23;4;340;39
83;2020-S23;1;356;49
83;2020-S23;2;442;59
83;2020-S23;2;495;69
83;2020-S23;4;586;79
83;2020-S23;6;426;89
83;2020-S23;5;162;90
83;2020-S23;26;3430;0
83;2020-S24;1;123;09
83;2020-S24;0;170;19
83;2020-S24;1;296;29
83;2020-S24;2;316;39
83;2020-S24;0;303;49
83;2020-S24;3;438;59
83;2020-S24;0;550;69
83;2020-S24;0;582;79
83;2020-S24;2;396;89
83;2020-S24;0;144;90
83;2020-S24;9;3319;0
83;2020-S25;1;135;09
83;2020-S25;1;194;19
83;2020-S25;1;239;29
83;2020-S25;2;361;39
83;2020-S25;5;332;49
83;2020-S25;1;408;59
83;2020-S25;2;487;69
83;2020-S25;1;538;79
83;2020-S25;3;375;89
83;2020-S25;0;176;90
83;2020-S25;17;3248;0
83;2020-S26;0;176;09
83;2020-S26;0;251;19
83;2020-S26;1;324;29
83;2020-S26;0;414;39
83;2020-S26;0;413;49
83;2020-S26;3;462;59
83;2020-S26;0;503;69
83;2020-S26;2;493;79
83;2020-S26;0;324;89
83;2020-S26;0;148;90
83;2020-S26;6;3510;0
83;2020-S27;0;386;09
83;2020-S27;1;393;19
83;2020-S27;0;354;29
83;2020-S27;1;472;39
83;2020-S27;1;542;49
83;2020-S27;3;535;59
83;2020-S27;2;532;69
83;2020-S27;2;538;79
83;2020-S27;0;324;89
83;2020-S27;0;115;90
83;2020-S27;16;4206;0
83;2020-S28;2;473;09
83;2020-S28;3;448;19
83;2020-S28;5;485;29
83;2020-S28;0;656;39
83;2020-S28;1;533;49
83;2020-S28;0;532;59
83;2020-S28;2;640;69
83;2020-S28;1;573;79
83;2020-S28;1;338;89
83;2020-S28;0;115;90
83;2020-S28;15;4796;0
83;2020-S29;0;361;09
83;2020-S29;4;506;19
83;2020-S29;3;656;29
83;2020-S29;1;754;39
83;2020-S29;4;660;49
83;2020-S29;2;634;59
83;2020-S29;2;699;69
83;2020-S29;1;629;79
83;2020-S29;0;345;89
83;2020-S29;0;115;90
83;2020-S29;18;5364;0
83;2020-S30;1;317;09
83;2020-S30;5;645;19
83;2020-S30;9;855;29
83;2020-S30;6;958;39
83;2020-S30;4;838;49
83;2020-S30;7;851;59
83;2020-S30;6;878;69
83;2020-S30;5;812;79
83;2020-S30;1;457;89
83;2020-S30;0;209;90
83;2020-S30;44;6828;0
83;2020-S31;2;373;09
83;2020-S31;10;766;19
83;2020-S31;30;1142;29
83;2020-S31;17;1235;39
83;2020-S31;16;1116;49
83;2020-S31;10;1099;59
83;2020-S31;3;1058;69
83;2020-S31;2;913;79
83;2020-S31;4;569;89
83;2020-S31;0;248;90
83;2020-S31;95;8521;0
83;2020-S32;4;352;09
83;2020-S32;27;955;19
83;2020-S32;78;2141;29
83;2020-S32;46;1618;39
83;2020-S32;38;1341;49
83;2020-S32;30;1442;59
83;2020-S32;7;1142;69
83;2020-S32;7;948;79
83;2020-S32;4;553;89
83;2020-S32;1;250;90
83;2020-S32;242;10760;0
83;2020-S33;7;472;09
83;2020-S33;40;1153;19
83;2020-S33;124;2324;29
83;2020-S33;78;1969;39
83;2020-S33;49;1810;49
83;2020-S33;50;1922;59
83;2020-S33;25;1402;69
83;2020-S33;21;1115;79
83;2020-S33;10;733;89
83;2020-S33;6;362;90
83;2020-S33;410;13271;0
83;2020-S34;13;463;09
83;2020-S34;61;1560;19
83;2020-S34;169;3006;29
83;2020-S34;94;2362;39
83;2020-S34;79;2177;49
83;2020-S34;94;2352;59
83;2020-S34;41;1688;69
83;2020-S34;28;1335;79
83;2020-S34;13;847;89
83;2020-S34;3;368;90
83;2020-S34;596;16165;0
83;2020-S35;23;560;09
83;2020-S35;74;1647;19
83;2020-S35;187;2911;29
83;2020-S35;115;2634;39
83;2020-S35;103;2573;49
83;2020-S35;107;2841;59
83;2020-S35;82;2031;69
83;2020-S35;42;1537;79
83;2020-S35;30;956;89
83;2020-S35;10;542;90
83;2020-S35;773;18237;0
83;2020-S36;32;604;09
83;2020-S36;83;1336;19
83;2020-S36;176;2739;29
83;2020-S36;154;2769;39
83;2020-S36;119;2650;49
83;2020-S36;115;2827;59
83;2020-S36;69;2339;69
83;2020-S36;47;1845;79
83;2020-S36;30;964;89
83;2020-S36;13;325;90
83;2020-S36;838;18403;0
83;2020-S37;26;1836;09
83;2020-S37;103;2109;19
83;2020-S37;187;2513;29
83;2020-S37;120;2908;39
83;2020-S37;139;2587;49
83;2020-S37;110;2533;59
83;2020-S37;81;1950;69
83;2020-S37;57;1738;79
83;2020-S37;31;892;89
83;2020-S37;12;339;90
83;2020-S37;866;19412;0
83;2020-S38;44;1545;09
83;2020-S38;108;2791;19
83;2020-S38;153;2542;29
83;2020-S38;137;2875;39
83;2020-S38;105;2490;49
83;2020-S38;108;2337;59
83;2020-S38;81;1977;69
83;2020-S38;30;1539;79
83;2020-S38;22;949;89
83;2020-S38;8;418;90
83;2020-S38;797;19469;0
83;2020-S39;12;537;09
83;2020-S39;80;1833;19
83;2020-S39;114;1664;29
83;2020-S39;89;1755;39
83;2020-S39;86;1789;49
83;2020-S39;94;1851;59
83;2020-S39;60;1676;69
83;2020-S39;40;1351;79
83;2020-S39;26;796;89
83;2020-S39;7;309;90
83;2020-S39;610;13572;0
84;2020-S21;0;69;09
84;2020-S21;0;65;19
84;2020-S21;2;134;29
84;2020-S21;2;130;39
84;2020-S21;0;180;49
84;2020-S21;3;194;59
84;2020-S21;2;140;69
84;2020-S21;1;148;79
84;2020-S21;0;89;89
84;2020-S21;0;32;90
84;2020-S21;10;1182;0
84;2020-S22;0;103;09
84;2020-S22;0;85;19
84;2020-S22;2;183;29
84;2020-S22;4;182;39
84;2020-S22;2;201;49
84;2020-S22;0;177;59
84;2020-S22;1;163;69
84;2020-S22;0;130;79
84;2020-S22;0;82;89
84;2020-S22;0;34;90
84;2020-S22;9;1340;0
84;2020-S23;0;69;09
84;2020-S23;0;56;19
84;2020-S23;8;225;29
84;2020-S23;9;232;39
84;2020-S23;5;242;49
84;2020-S23;2;223;59
84;2020-S23;1;149;69
84;2020-S23;0;155;79
84;2020-S23;0;93;89
84;2020-S23;0;44;90
84;2020-S23;25;1489;0
84;2020-S24;2;75;09
84;2020-S24;0;77;19
84;2020-S24;2;150;29
84;2020-S24;4;150;39
84;2020-S24;7;201;49
84;2020-S24;4;215;59
84;2020-S24;0;136;69
84;2020-S24;1;135;79
84;2020-S24;0;96;89
84;2020-S24;0;33;90
84;2020-S24;20;1269;0
84;2020-S25;1;72;09
84;2020-S25;4;110;19
84;2020-S25;1;141;29
84;2020-S25;1;175;39
84;2020-S25;6;200;49
84;2020-S25;1;181;59
84;2020-S25;1;189;69
84;2020-S25;0;163;79
84;2020-S25;0;82;89
84;2020-S25;0;35;90
84;2020-S25;15;1348;0
84;2020-S26;0;132;09
84;2020-S26;0;135;19
84;2020-S26;2;169;29
84;2020-S26;0;182;39
84;2020-S26;1;187;49
84;2020-S26;1;203;59
84;2020-S26;2;191;69
84;2020-S26;0;186;79
84;2020-S26;0;100;89
84;2020-S26;0;40;90
84;2020-S26;6;1527;0
84;2020-S27;2;231;09
84;2020-S27;1;125;19
84;2020-S27;4;198;29
84;2020-S27;2;250;39
84;2020-S27;2;227;49
84;2020-S27;6;235;59
84;2020-S27;2;242;69
84;2020-S27;1;166;79
84;2020-S27;0;92;89
84;2020-S27;1;29;90
84;2020-S27;21;1796;0
84;2020-S28;1;258;09
84;2020-S28;7;304;19
84;2020-S28;5;371;29
84;2020-S28;5;466;39
84;2020-S28;8;447;49
84;2020-S28;3;375;59
84;2020-S28;3;276;69
84;2020-S28;1;220;79
84;2020-S28;0;94;89
84;2020-S28;0;29;90
84;2020-S28;33;2842;0
84;2020-S29;2;243;09
84;2020-S29;5;268;19
84;2020-S29;2;315;29
84;2020-S29;1;418;39
84;2020-S29;7;376;49
84;2020-S29;3;313;59
84;2020-S29;0;351;69
84;2020-S29;1;261;79
84;2020-S29;0;179;89
84;2020-S29;0;103;90
84;2020-S29;21;2835;0
84;2020-S30;6;213;09
84;2020-S30;1;237;19
84;2020-S30;5;413;29
84;2020-S30;4;462;39
84;2020-S30;1;413;49
84;2020-S30;2;400;59
84;2020-S30;13;400;69
84;2020-S30;3;320;79
84;2020-S30;3;172;89
84;2020-S30;0;70;90
84;2020-S30;38;3107;0
84;2020-S31;3;219;09
84;2020-S31;10;321;19
84;2020-S31;11;492;29
84;2020-S31;9;533;39
84;2020-S31;10;465;49
84;2020-S31;4;434;59
84;2020-S31;2;397;69
84;2020-S31;1;266;79
84;2020-S31;1;144;89
84;2020-S31;0;45;90
84;2020-S31;51;3319;0
84;2020-S32;4;201;09
84;2020-S32;7;397;19
84;2020-S32;26;660;29
84;2020-S32;17;613;39
84;2020-S32;8;495;49
84;2020-S32;9;536;59
84;2020-S32;12;418;69
84;2020-S32;5;329;79
84;2020-S32;4;147;89
84;2020-S32;0;74;90
84;2020-S32;92;3873;0
84;2020-S33;4;196;09
84;2020-S33;17;400;19
84;2020-S33;29;781;29
84;2020-S33;22;614;39
84;2020-S33;18;536;49
84;2020-S33;22;553;59
84;2020-S33;12;439;69
84;2020-S33;6;355;79
84;2020-S33;2;145;89
84;2020-S33;0;52;90
84;2020-S33;132;4075;0
84;2020-S34;9;229;09
84;2020-S34;30;598;19
84;2020-S34;63;1082;29
84;2020-S34;35;968;39
84;2020-S34;49;879;49
84;2020-S34;28;859;59
84;2020-S34;21;622;69
84;2020-S34;7;454;79
84;2020-S34;5;188;89
84;2020-S34;0;65;90
84;2020-S34;247;5949;0
84;2020-S35;13;241;09
84;2020-S35;59;664;19
84;2020-S35;79;1237;29
84;2020-S35;62;1031;39
84;2020-S35;48;1032;49
84;2020-S35;35;1011;59
84;2020-S35;23;660;69
84;2020-S35;18;481;79
84;2020-S35;6;227;89
84;2020-S35;2;45;90
84;2020-S35;345;6634;0
84;2020-S36;21;307;09
84;2020-S36;59;621;19
84;2020-S36;120;1354;29
84;2020-S36;112;1244;39
84;2020-S36;79;1121;49
84;2020-S36;60;1107;59
84;2020-S36;61;885;69
84;2020-S36;25;650;79
84;2020-S36;10;303;89
84;2020-S36;1;143;90
84;2020-S36;549;7745;0
84;2020-S37;29;795;09
84;2020-S37;53;876;19
84;2020-S37;92;1103;29
84;2020-S37;85;1211;39
84;2020-S37;56;928;49
84;2020-S37;61;898;59
84;2020-S37;34;683;69
84;2020-S37;28;538;79
84;2020-S37;11;264;89
84;2020-S37;3;109;90
84;2020-S37;453;7414;0
84;2020-S38;16;658;09
84;2020-S38;61;1068;19
84;2020-S38;96;1068;29
84;2020-S38;79;1197;39
84;2020-S38;69;1031;49
84;2020-S38;73;923;59
84;2020-S38;25;686;69
84;2020-S38;33;534;79
84;2020-S38;6;246;89
84;2020-S38;0;108;90
84;2020-S38;458;7531;0
84;2020-S39;6;293;09
84;2020-S39;66;1115;19
84;2020-S39;79;1015;29
84;2020-S39;58;970;39
84;2020-S39;64;916;49
84;2020-S39;66;878;59
84;2020-S39;44;712;69
84;2020-S39;22;522;79
84;2020-S39;21;262;89
84;2020-S39;7;117;90
84;2020-S39;433;6810;0
85;2020-S21;1;133;09
85;2020-S21;1;148;19
85;2020-S21;7;205;29
85;2020-S21;4;278;39
85;2020-S21;8;300;49
85;2020-S21;5;255;59
85;2020-S21;6;215;69
85;2020-S21;6;208;79
85;2020-S21;6;224;89
85;2020-S21;1;128;90
85;2020-S21;45;2094;0
85;2020-S22;1;148;09
85;2020-S22;4;205;19
85;2020-S22;1;291;29
85;2020-S22;5;370;39
85;2020-S22;7;376;49
85;2020-S22;6;400;59
85;2020-S22;5;294;69
85;2020-S22;6;244;79
85;2020-S22;2;338;89
85;2020-S22;7;234;90
85;2020-S22;44;2903;0
85;2020-S23;2;88;09
85;2020-S23;4;147;19
85;2020-S23;4;190;29
85;2020-S23;5;214;39
85;2020-S23;3;251;49
85;2020-S23;10;244;59
85;2020-S23;4;222;69
85;2020-S23;2;216;79
85;2020-S23;0;181;89
85;2020-S23;0;85;90
85;2020-S23;34;1841;0
85;2020-S24;1;150;09
85;2020-S24;0;170;19
85;2020-S24;3;282;29
85;2020-S24;5;428;39
85;2020-S24;3;494;49
85;2020-S24;3;401;59
85;2020-S24;0;232;69
85;2020-S24;0;220;79
85;2020-S24;0;239;89
85;2020-S24;1;140;90
85;2020-S24;16;2756;0
85;2020-S25;0;84;09
85;2020-S25;1;147;19
85;2020-S25;2;275;29
85;2020-S25;1;383;39
85;2020-S25;4;402;49
85;2020-S25;5;437;59
85;2020-S25;1;215;69
85;2020-S25;4;202;79
85;2020-S25;0;307;89
85;2020-S25;1;226;90
85;2020-S25;19;2678;0
85;2020-S26;2;105;09
85;2020-S26;0;128;19
85;2020-S26;1;180;29
85;2020-S26;2;174;39
85;2020-S26;1;210;49
85;2020-S26;3;291;59
85;2020-S26;1;183;69
85;2020-S26;0;201;79
85;2020-S26;0;243;89
85;2020-S26;0;178;90
85;2020-S26;10;1893;0
85;2020-S27;0;146;09
85;2020-S27;2;195;19
85;2020-S27;0;228;29
85;2020-S27;0;270;39
85;2020-S27;2;300;49
85;2020-S27;1;333;59
85;2020-S27;3;481;69
85;2020-S27;0;366;79
85;2020-S27;3;244;89
